,1y Target Est,52 Week Range,Ask,Avg. Volume,Beta (5Y Monthly),Bid,Date,Day's Range,EPS (TTM),Earnings Date,Ex-Dividend Date,Forward Dividend & Yield,Market Cap,Name,Open,PE Ratio (TTM),Previous Close,Sector,Ticker,Volume,5y Average Return,Average for Category,Category,Expense Ratio (net),Holdings Turnover,Inception Date,Last Cap Gain,Last Dividend,Morningstar Rating,Morningstar Risk Rating,Net Assets,Sustainability Rating,YTD Return,Yield
256,172.36,141.65 - 200.98,160.37 x 800,"501,445",0.59,156.21 x 1000,06/08/2021,155.95 - 158.34,3.88,"Aug 16, 2021 - Aug 20, 2021","May 27, 2021",1.84 (1.18%),11.738B,Jack Henry & Associates,156.42,40.80,156.20,Information Technology,JKHY,"494,866",,,,,,,,,,,,,,
257,156.79,77.51 - 145.97,142.72 x 1000,"602,520",0.89,140.27 x 800,06/08/2021,141.23 - 143.10,N/A,"Aug 02, 2021 - Aug 06, 2021","May 27, 2021",0.84 (0.59%),18.571B,Jacobs Engineering Group,141.67,N/A,141.68,Industrials,J,"302,675",,,,,,,,,,,,,,
258,130.92,101.89 - 140.65,136.73 x 1100,"1,015,534",0.32,136.70 x 900,06/08/2021,136.07 - 138.43,8.41,"Aug 23, 2021 - Aug 27, 2021","May 13, 2021",3.60 (2.61%),14.824B,JM Smucker,138.13,16.28,138.13,Consumer Staples,SJM,"984,505",,,,,,,,,,,,,,
259,186.65,133.65 - 173.65,163.50 x 1100,"7,154,209",0.71,163.10 x 1000,06/08/2021,162.07 - 165.66,5.66,"Jul 21, 2021","May 24, 2021",4.24 (2.57%),430.271B,Johnson & Johnson,165.28,28.86,164.84,Health Care,JNJ,"7,746,805",,,,,,,,,,,,,,
260,70.93,32.70 - 68.33,67.41 x 1000,"4,381,085",1.12,67.22 x 800,06/08/2021,66.54 - 67.71,1.44,"Jul 29, 2021 - Aug 02, 2021","Mar 19, 2021",1.08 (1.63%),48.192B,Johnson Controls International,68.00,46.69,66.20,Industrials,JCI,"4,416,976",,,,,,,,,,,,,,
261,166.63,90.78 - 167.44,165.50 x 1000,"14,072,142",1.20,164.90 x 900,06/08/2021,163.16 - 165.75,12.61,"Jul 13, 2021","Jul 02, 2021",3.60 (2.17%),499.476B,JPMorgan Chase & Co.,164.49,13.09,165.66,Financials,JPM,"10,370,719",,,,,,,,,,,,,,
262,26.06,19.51 - 28.63,28.59 x 2200,"3,993,773",0.83,28.58 x 4000,06/08/2021,27.97 - 28.63,0.62,"Jul 26, 2021 - Jul 30, 2021","May 28, 2021",0.80 (2.86%),9.367B,Juniper Networks,28.05,46.32,27.97,Information Technology,JNPR,"4,059,935",,,,,,,,,,,,,,
263,290.13,140.01 - 315.39,295.81 x 1000,"1,609,429",1.10,289.51 x 800,06/08/2021,294.46 - 296.84,6.64,"Jul 15, 2021 - Jul 19, 2021","Jun 11, 2021",2.16 (0.73%),26.931B,Kansas City Southern,295.60,44.60,295.60,Industrials,KSU,"685,261",,,,,,,,,,,,,,
264,67.78,56.61 - 72.88,66.08 x 800,"2,806,171",0.65,66.07 x 900,06/08/2021,65.84 - 66.64,3.69,"Aug 05, 2021","May 28, 2021",2.32 (3.49%),22.466B,Kellogg Co.,66.50,17.88,66.41,Consumer Staples,K,"2,470,312",,,,,,,,,,,,,,
265,23.10,10.86 - 23.65,22.77 x 3200,"8,966,734",1.57,22.76 x 3200,06/08/2021,22.28 - 22.83,1.77,"Jul 20, 2021 - Jul 26, 2021","May 28, 2021",0.74 (3.25%),22.07B,KeyCorp,22.55,12.86,22.74,Financials,KEY,"6,246,954",,,,,,,,,,,,,,
266,161.07,90.62 - 155.50,149.99 x 1000,"925,585",0.92,148.00 x 800,06/08/2021,147.88 - 149.43,3.99,"Aug 18, 2021 - Aug 23, 2021",N/A,N/A (N/A),27.402B,Keysight Technologies,148.92,37.23,148.15,Information Technology,KEYS,"428,610",,,,,,,,,,,,,,
267,141.95,128.02 - 160.16,129.80 x 900,"2,578,865",0.52,129.57 x 900,06/08/2021,129.57 - 131.42,6.67,"Jul 23, 2021","Jun 03, 2021",4.56 (3.48%),43.772B,Kimberly-Clark,131.21,19.45,131.08,Consumer Staples,KMB,"2,277,571",,,,,,,,,,,,,,
268,22.46,10.04 - 22.31,22.25 x 3200,"4,965,217",1.52,22.14 x 3000,06/08/2021,21.92 - 22.23,2.36,"Aug 05, 2021 - Aug 09, 2021","Jun 08, 2021",0.68 (3.08%),9.605B,Kimco Realty,21.97,9.38,21.91,Real Estate,KIM,"3,593,298",,,,,,,,,,,,,,
269,18.00,11.45 - 18.98,18.79 x 29200,"15,312,064",1.13,18.75 x 21500,06/08/2021,18.54 - 18.83,0.80,"Jul 20, 2021 - Jul 26, 2021","Apr 29, 2021",1.08 (5.75%),42.574B,Kinder Morgan,18.77,23.41,18.77,Energy,KMI,"18,853,442",,,,,,,,,,,,,,
270,367.31,171.31 - 359.69,319.00 x 1400,"1,371,340",1.22,316.30 x 1000,06/08/2021,312.00 - 323.65,11.91,"Aug 02, 2021 - Aug 06, 2021","May 14, 2021",3.60 (1.13%),48.1B,KLA Corporation,322.60,26.35,318.55,Information Technology,KLAC,"615,034",,,,,,,,,,,,,,
271,42.39,28.56 - 44.95,43.79 x 1100,"5,861,167",1.13,43.71 x 3100,06/08/2021,43.63 - 43.93,0.44,"Jul 28, 2021 - Aug 02, 2021","May 27, 2021",1.60 (3.65%),53.55B,Kraft Heinz Co,43.83,99.05,43.88,Consumer Staples,KHC,"3,523,707",,,,,,,,,,,,,,
272,35.75,30.35 - 42.99,39.05 x 3100,"8,675,667",0.36,38.90 x 2200,06/08/2021,38.83 - 39.56,3.27,"Jun 16, 2021 - Jun 21, 2021","May 13, 2021",0.72 (1.85%),29.444B,Kroger Co.,39.00,11.89,38.97,Consumer Staples,KR,"6,327,427",,,,,,,,,,,,,,
273,77.10,13.18 - 71.99,65.79 x 1100,"3,976,081",1.78,65.61 x 1100,06/08/2021,65.13 - 66.45,5.00,"Aug 18, 2021","Jun 03, 2021",0.15 (0.23%),18.212B,L Brands Inc.,65.98,13.15,66.14,Consumer Discretionary,LB,"3,214,604",,,,,,,,,,,,,,
274,240.00,158.09 - 223.87,219.21 x 1100,"1,061,031",0.75,215.16 x 1800,06/08/2021,217.36 - 219.53,7.35,"Jul 29, 2021 - Aug 02, 2021","May 28, 2021",4.08 (1.87%),44.904B,L3Harris Technologies,219.54,29.80,218.55,Industrials,LHX,"1,020,611",,,,,,,,,,,,,,
275,299.15,155.65 - 280.69,266.08 x 900,"644,740",1.05,260.33 x 800,06/08/2021,257.85 - 264.95,26.89,"Jul 26, 2021 - Jul 30, 2021","Mar 29, 1994",N/A (N/A),25.442B,Laboratory Corp. of America Holding,264.63,9.68,264.06,Health Care,LH,"1,073,663",,,,,,,,,,,,,,
276,726.55,274.51 - 673.80,639.00 x 1000,"1,560,045",1.28,635.85 x 800,06/08/2021,634.34 - 658.29,23.65,"Jul 27, 2021 - Aug 02, 2021","Jun 15, 2021",5.20 (0.80%),90.927B,Lam Research,658.00,26.96,649.58,Information Technology,LRCX,"885,754",,,,,,,,,,,,,,
277,88.00,58.67 - 86.41,84.84 x 1100,"1,013,334",0.77,83.63 x 1200,06/08/2021,83.60 - 85.72,1.71,"Jul 26, 2021 - Jul 30, 2021","May 06, 2021",0.94 (1.12%),12.229B,Lamb Weston Holdings Inc,85.61,48.89,83.80,Consumer Staples,LW,"988,287",,,,,,,,,,,,,,
278,68.58,42.58 - 66.77,56.08 x 1200,"5,028,143",1.46,55.80 x 1000,06/08/2021,55.46 - 56.89,-2.58,"Jul 20, 2021 - Jul 26, 2021","Mar 17, 2020",N/A (N/A),42.721B,Las Vegas Sands,56.86,N/A,56.52,Consumer Discretionary,LVS,"6,738,395",,,,,,,,,,,,,,
279,56.25,31.10 - 59.16,54.87 x 900,"876,468",1.51,54.86 x 800,06/08/2021,54.31 - 54.96,2.13,"Aug 02, 2021","Jun 14, 2021",1.68 (3.07%),7.312B,Leggett & Platt,54.67,25.77,54.67,Consumer Discretionary,LEG,"412,326",,,,,,,,,,,,,,
280,117.91,79.15 - 113.75,104.99 x 800,"749,732",0.94,104.96 x 1000,06/08/2021,104.27 - 105.24,4.98,"Aug 02, 2021 - Aug 06, 2021","Jun 14, 2021",1.36 (1.30%),14.814B,Leidos Holdings,105.00,21.07,104.43,Industrials,LDOS,"525,573",,,,,,,,,,,,,,
281,109.50,57.09 - 110.61,95.90 x 900,"2,382,409",1.49,95.15 x 900,06/08/2021,95.60 - 96.63,9.78,"Jun 14, 2021 - Jun 18, 2021","Apr 20, 2021",1.00 (1.04%),29.274B,Lennar Corp.,96.14,9.80,95.76,Consumer Discretionary,LEN,"1,443,954",,,,,,,,,,,,,,
282,213.73,129.21 - 233.33,220.55 x 800,"3,577,928",0.25,217.85 x 1100,06/08/2021,217.37 - 222.27,6.68,"Aug 03, 2021","May 13, 2021",3.40 (1.53%),211.657B,Lilly (Eli) & Co.,221.71,33.04,222.52,Health Care,LLY,"4,547,770",,,,,,,,,,,,,,
283,69.09,29.42 - 71.68,71.05 x 800,"1,358,778",2.25,70.31 x 800,06/08/2021,68.82 - 70.94,3.49,"Aug 03, 2021 - Aug 09, 2021","Jul 09, 2021",1.68 (2.36%),13.473B,Lincoln National,70.29,20.30,71.04,Financials,LNC,"1,197,996",,,,,,,,,,,,,,
284,329.95,197.26 - 305.71,292.79 x 800,"1,686,264",0.80,293.23 x 1000,06/08/2021,291.36 - 294.28,5.49,"May 06, 2021","Jun 02, 2021",4.24 (1.45%),152.109B,Linde plc,293.48,53.24,291.58,Materials,LIN,"1,615,034",,,,,,,,,,,,,,
285,91.09,42.21 - 94.63,89.94 x 1200,"2,109,921",1.38,89.31 x 800,06/08/2021,87.91 - 89.97,-8.60,"Aug 03, 2021 - Aug 09, 2021",N/A,N/A (N/A),19.526B,Live Nation Entertainment,89.95,N/A,89.70,Communication Services,LYV,"1,374,772",,,,,,,,,,,,,,
286,57.13,24.00 - 51.68,50.29 x 900,"1,864,010",1.67,50.28 x 900,06/08/2021,49.19 - 50.41,2.49,"Jul 21, 2021 - Jul 26, 2021",N/A,N/A (N/A),15.196B,LKQ Corporation,50.00,20.17,49.53,Consumer Discretionary,LKQ,"1,695,572",,,,,,,,,,,,,,
287,427.72,319.81 - 411.94,388.84 x 1400,"1,502,082",0.98,388.01 x 800,06/08/2021,387.07 - 392.66,24.78,"Jul 19, 2021 - Jul 23, 2021","May 28, 2021",10.40 (2.66%),107.986B,Lockheed Martin Corp.,391.51,15.68,391.51,Industrials,LMT,"784,207",,,,,,,,,,,,,,
288,N/A,31.18 - 59.39,57.40 x 800,"906,443",0.93,57.34 x 1000,06/08/2021,56.62 - 57.56,-0.14,"Aug 02, 2021 - Aug 06, 2021","May 25, 2021",0.25 (0.43%),15.093B,Loews Corp.,56.93,N/A,57.31,Financials,L,"675,994",,,,,,,,,,,,,,
289,228.17,123.09 - 215.22,191.45 x 1300,"4,042,179",1.34,191.69 x 1100,06/08/2021,190.25 - 192.69,9.17,"Aug 18, 2021","Jul 20, 2021",3.20 (1.68%),135.299B,Lowe's Cos.,191.16,20.88,190.25,Consumer Discretionary,LOW,"3,471,484",,,,,,,,,,,,,,
290,10.83,8.51 - 16.60,15.23 x 1800,"10,186,931",1.09,15.12 x 2900,06/08/2021,14.76 - 15.24,N/A,"Aug 03, 2021 - Aug 09, 2021","May 28, 2021",1.00 (6.78%),16.834B,Lumen Technologies,14.80,N/A,14.78,Communication Services,LUMN,"12,528,987",,,,,,,,,,,,,,
291,115.90,60.04 - 118.02,113.74 x 800,"1,538,420",1.54,111.79 x 800,06/08/2021,110.63 - 115.32,7.01,"Jul 29, 2021 - Aug 02, 2021","Jun 04, 2021",4.52 (4.01%),38.036B,LyondellBasell,113.17,16.24,112.66,Materials,LYB,"2,784,915",,,,,,,,,,,,,,
292,167.84,88.48 - 168.27,160.86 x 800,"910,121",1.19,160.68 x 800,06/08/2021,156.62 - 161.16,11.34,"Jul 21, 2021 - Jul 26, 2021","May 28, 2021",4.40 (2.75%),20.641B,M&T Bank,158.28,14.15,159.72,Financials,MTB,"730,300",,,,,,,,,,,,,,
293,14.28,3.73 - 14.16,13.63 x 1800,"21,431,690",3.23,13.60 x 2900,06/08/2021,13.29 - 13.74,-1.65,"Aug 04, 2021","May 18, 2021",0.16 (1.16%),10.711B,Marathon Oil Corp.,13.89,N/A,13.68,Energy,MRO,"18,842,469",,,,,,,,,,,,,,
294,69.31,26.56 - 64.17,64.17 x 800,"6,935,546",2.16,63.96 x 900,06/08/2021,62.79 - 64.17,-1.28,"Aug 02, 2021 - Aug 06, 2021","May 18, 2021",2.32 (3.64%),41.828B,Marathon Petroleum,63.26,N/A,63.34,Energy,MPC,"9,854,992",,,,,,,,,,,,,,
295,515.70,431.19 - 606.45,440.97 x 1000,"287,895",0.37,437.97 x 1100,06/08/2021,440.44 - 452.14,8.00,"Jul 20, 2021 - Jul 26, 2021","May 11, 2021",2.64 (0.59%),16.802B,MarketAxess,450.18,55.10,448.59,Financials,MKTX,"183,939",,,,,,,,,,,,,,
296,147.44,80.26 - 159.98,146.25 x 800,"2,163,515",1.89,145.75 x 800,06/08/2021,142.58 - 146.38,-0.95,"Aug 09, 2021 - Aug 13, 2021","Feb 27, 2020",N/A (N/A),47.452B,Marriott International,142.80,N/A,142.48,Consumer Discretionary,MAR,"1,858,972",,,,,,,,,,,,,,
297,138.23,101.51 - 139.93,137.53 x 2200,"1,689,714",0.91,137.42 x 900,06/08/2021,136.86 - 137.90,4.38,"Jul 28, 2021 - Aug 02, 2021","Apr 06, 2021",1.86 (1.35%),70.738B,Marsh & McLennan,137.84,31.41,137.97,Financials,MMC,"1,206,125",,,,,,,,,,,,,,
298,378.75,188.24 - 383.71,362.45 x 800,"417,701",0.65,356.21 x 800,06/08/2021,352.71 - 362.77,12.17,"Jul 26, 2021 - Jul 30, 2021","May 28, 2021",2.28 (0.64%),22.572B,Martin Marietta Materials,353.58,29.74,353.77,Materials,MLM,"412,744",,,,,,,,,,,,,,
299,71.00,44.44 - 68.54,59.70 x 800,"1,829,650",1.34,59.25 x 1400,06/08/2021,58.84 - 59.59,2.99,"Jul 28, 2021 - Aug 02, 2021","May 27, 2021",0.94 (1.59%),15.019B,Masco Corp.,59.49,19.79,59.24,Industrials,MAS,"1,561,630",,,,,,,,,,,,,,
300,429.64,281.20 - 401.50,365.75 x 900,"3,516,590",1.18,365.26 x 1200,06/08/2021,363.23 - 367.67,6.52,"Jul 28, 2021 - Aug 02, 2021","Apr 08, 2021",1.76 (0.48%),361.99B,Mastercard Inc.,365.00,56.04,364.08,Information Technology,MA,"3,224,152",,,,,,,,,,,,,,
301,97.10,55.93 - 102.92,102.07 x 1400,"2,635,393",1.20,102.11 x 800,06/08/2021,100.86 - 102.77,2.89,"Jul 26, 2021 - Jul 30, 2021","Aug 26, 2020",N/A (N/A),27.387B,Maxim Integrated Products,102.40,35.29,101.50,Information Technology,MXIM,"2,085,379",,,,,,,,,,,,,,
302,92.94,82.03 - 105.54,88.69 x 800,"1,299,934",0.45,87.05 x 900,06/08/2021,88.00 - 89.97,2.84,"Jun 23, 2021 - Jun 28, 2021","Apr 09, 2021",1.36 (1.52%),23.626B,McCormick & Co.,89.73,31.17,89.49,Consumer Staples,MKC,"1,177,622",,,,,,,,,,,,,,
303,257.58,178.88 - 238.18,233.11 x 900,"2,830,750",0.63,231.80 x 800,06/08/2021,231.45 - 233.98,6.89,"Jul 26, 2021 - Jul 30, 2021","May 28, 2021",5.16 (2.23%),173.59B,McDonald's Corp.,231.50,33.76,231.69,Consumer Discretionary,MCD,"2,106,462",,,,,,,,,,,,,,
304,225.53,139.76 - 204.66,192.09 x 1300,"1,030,714",0.88,192.03 x 1300,06/08/2021,190.69 - 195.42,-28.27,"Aug 02, 2021 - Aug 06, 2021","May 28, 2021",1.68 (0.86%),30.361B,McKesson Corp.,192.85,N/A,195.03,Health Care,MCK,"964,356",,,,,,,,,,,,,,
305,140.12,87.68 - 132.30,121.85 x 800,"4,657,939",0.80,120.53 x 900,06/08/2021,120.53 - 124.73,2.66,"Aug 24, 2021","Jun 24, 2021",2.52 (2.03%),163.87B,Medtronic plc,124.63,45.79,123.96,Health Care,MDT,"6,380,272",,,,,,,,,,,,,,
306,93.29,68.44 - 83.78,72.50 x 800,"12,922,598",0.41,72.36 x 4000,06/08/2021,72.07 - 73.17,2.77,"Jul 29, 2021","Jun 14, 2021",2.60 (3.57%),183.321B,Merck & Co.,74.14,26.15,72.80,Health Care,MRK,"13,414,154",,,,,,,,,,,,,,
307,70.91,34.82 - 67.68,66.80 x 900,"4,660,620",1.34,65.97 x 1000,06/08/2021,64.96 - 66.26,1.23,"Aug 03, 2021 - Aug 09, 2021","May 10, 2021",1.92 (2.90%),57.812B,MetLife Inc.,65.73,53.87,66.21,Financials,MET,"3,482,409",,,,,,,,,,,,,,
308,"1,267.45","747.02 - 1,339.38","1,300.46 x 900","106,351",1.02,"1,263.20 x 800",06/08/2021,"1,243.67 - 1,267.73",27.23,"Jul 28, 2021 - Aug 02, 2021",N/A,N/A (N/A),29.46B,Mettler Toledo,"1,256.94",46.50,"1,248.77",Health Care,MTD,"93,986",,,,,,,,,,,,,,
309,44.20,14.65 - 44.40,44.20 x 900,"8,115,085",2.45,44.10 x 900,06/08/2021,42.97 - 44.40,-4.36,"Jul 28, 2021 - Aug 02, 2021","Jun 09, 2021",0.01 (0.02%),21.662B,MGM Resorts International,43.00,N/A,43.41,Consumer Discretionary,MGM,"7,660,671",,,,,,,,,,,,,,
310,176.43,95.53 - 166.67,156.30 x 800,"1,842,104",1.67,152.63 x 900,06/08/2021,151.28 - 155.90,1.29,"Aug 02, 2021 - Aug 06, 2021","May 20, 2021",1.65 (1.08%),41.744B,Microchip Technology,155.91,118.30,153.57,Information Technology,MCHP,"881,819",,,,,,,,,,,,,,
311,118.62,42.25 - 96.96,80.60 x 3100,"19,587,420",1.25,80.53 x 1100,06/08/2021,80.01 - 84.95,2.81,"Jun 30, 2021","May 07, 1996",N/A (N/A),90.308B,Micron Technology,84.97,28.64,84.04,Information Technology,MU,"29,666,509",,,,,,,,,,,,,,
312,293.37,184.01 - 263.19,252.63 x 800,"27,126,665",0.79,252.58 x 1300,06/08/2021,252.51 - 256.01,7.34,"Jul 20, 2021 - Jul 26, 2021","May 19, 2021",2.24 (0.88%),1.902T,Microsoft Corp.,255.16,34.42,253.81,Information Technology,MSFT,"21,225,646",,,,,,,,,,,,,,
313,163.69,108.06 - 168.22,175.97 x 800,"609,860",0.65,167.58 x 1800,06/08/2021,166.30 - 168.22,2.29,"Jul 27, 2021 - Aug 02, 2021","Jul 14, 2021",4.10 (2.47%),19.166B,Mid-America Apartments,166.30,73.23,166.12,Real Estate,MAA,"631,744",,,,,,,,,,,,,,
314,226.90,67.79 - 231.80,203.31 x 800,"552,262",1.57,203.34 x 800,06/08/2021,200.16 - 204.65,49.90,"Aug 04, 2021 - Aug 09, 2021",N/A,N/A (N/A),14.16B,Mohawk Industries,200.90,4.07,201.25,Consumer Discretionary,MHK,"264,694",,,,,,,,,,,,,,
315,57.12,32.11 - 61.19,60.75 x 1000,"2,280,468",1.14,60.10 x 1800,06/08/2021,60.38 - 61.19,-3.45,"Jul 28, 2021 - Aug 02, 2021","Mar 06, 2020",N/A (N/A),13.172B,Molson Coors Beverage Company,60.55,N/A,60.66,Consumer Staples,TAP,"1,384,480",,,,,,,,,,,,,,
316,68.69,49.92 - 64.37,63.49 x 2900,"7,524,489",0.67,63.20 x 1800,06/08/2021,63.17 - 63.81,2.64,"Jul 26, 2021 - Jul 30, 2021","Jun 29, 2021",1.26 (1.98%),88.904B,Mondelez International,63.63,23.97,63.67,Consumer Staples,MDLZ,"6,290,995",,,,,,,,,,,,,,
317,428.00,208.54 - 406.75,339.04 x 900,"399,453",0.89,338.74 x 1100,06/08/2021,336.02 - 347.61,3.68,"Jul 26, 2021 - Jul 30, 2021","Mar 30, 2021",2.40 (0.70%),15.495B,Monolithic Power Systems,347.28,92.05,342.64,Information Technology,MPWR,"217,831",,,,,,,,,,,,,,
318,104.56,66.62 - 99.24,94.17 x 3000,"2,019,698",1.10,93.74 x 1400,06/08/2021,93.27 - 94.64,2.71,"Aug 02, 2021 - Aug 06, 2021",N/A,N/A (N/A),49.769B,Monster Beverage,94.45,34.72,94.30,Consumer Staples,MNST,"1,456,517",,,,,,,,,,,,,,
319,352.83,253.17 - 340.16,337.18 x 800,"740,353",1.17,326.45 x 1000,06/08/2021,334.39 - 338.33,10.72,"Jul 28, 2021 - Aug 02, 2021","May 19, 2021",2.48 (0.74%),63.077B,Moody's Corp,335.34,31.44,335.07,Financials,MCO,"355,337",,,,,,,,,,,,,,
320,93.53,44.44 - 94.27,92.84 x 800,"10,185,507",1.56,92.64 x 800,06/08/2021,91.69 - 93.18,7.64,"Jul 14, 2021 - Jul 19, 2021","Apr 29, 2021",1.40 (1.49%),172.644B,Morgan Stanley,94.23,12.14,93.21,Financials,MS,"6,832,906",,,,,,,,,,,,,,
321,229.40,127.58 - 211.71,213.12 x 1000,"692,207",0.77,207.67 x 800,06/08/2021,207.81 - 211.50,5.74,"Aug 04, 2021 - Aug 09, 2021","Jun 14, 2021",2.84 (1.37%),35.7B,Motorola Solutions Inc.,209.27,36.64,207.69,Information Technology,MSI,"698,374",,,,,,,,,,,,,,
322,527.50,299.09 - 495.16,464.58 x 800,"346,220",0.96,420.00 x 900,06/08/2021,460.86 - 466.60,7.75,"Jul 26, 2021 - Jul 30, 2021","May 13, 2021",3.12 (0.67%),38.192B,MSCI Inc,464.61,59.81,464.37,Financials,MSCI,"242,041",,,,,,,,,,,,,,
323,176.33,112.23 - 171.00,168.97 x 800,"775,475",0.86,168.70 x 900,06/08/2021,168.79 - 170.34,6.15,"Jul 20, 2021 - Jul 26, 2021","Jun 10, 2021",2.16 (1.28%),27.725B,Nasdaq Inc.,169.45,27.47,168.90,Financials,NDAQ,"637,680",,,,,,,,,,,,,,
324,84.62,39.96 - 82.14,81.99 x 900,"1,686,956",1.27,81.86 x 1400,06/08/2021,80.91 - 82.14,2.64,"Aug 25, 2021","Jul 08, 2021",2.00 (2.47%),18.22B,NetApp,81.36,31.02,81.03,Information Technology,NTAP,"1,803,220",,,,,,,,,,,,,,
325,613.68,412.45 - 593.29,492.62 x 800,"4,089,118",0.75,491.44 x 800,06/08/2021,489.37 - 498.82,8.26,"Jul 14, 2021 - Jul 19, 2021",N/A,N/A (N/A),218.327B,Netflix Inc.,497.00,59.59,494.66,Communication Services,NFLX,"2,374,037",,,,,,,,,,,,,,
326,27.89,14.61 - 30.10,28.41 x 2900,"2,402,631",0.96,28.39 x 1800,06/08/2021,27.86 - 28.56,1.41,"Jul 29, 2021 - Aug 02, 2021","May 27, 2021",0.92 (3.26%),12.083B,Newell Brands,28.17,20.21,28.21,Consumer Discretionary,NWL,"2,052,951",,,,,,,,,,,,,,
327,75.53,53.16 - 75.31,69.99 x 1300,"7,011,389",0.29,69.98 x 2200,06/08/2021,69.89 - 71.42,3.19,"Jul 28, 2021 - Aug 02, 2021","Jun 02, 2021",2.20 (3.08%),56.025B,Newmont Corporation,71.33,21.94,71.51,Materials,NEM,"6,738,978",,,,,,,,,,,,,,
328,32.02,11.24 - 27.97,26.48 x 3200,"3,876,837",1.58,25.01 x 2200,06/08/2021,25.73 - 26.55,-0.10,"Aug 04, 2021 - Aug 09, 2021","Mar 16, 2021",0.20 (0.76%),15.401B,News Corp (Class A),25.83,N/A,25.85,Communication Services,NWSA,"3,996,131",,,,,,,,,,,,,,
329,N/A,11.31 - 26.21,25.29 x 1000,"601,851",1.58,24.77 x 1000,06/08/2021,24.26 - 25.34,-0.10,N/A,"Mar 16, 2021",0.20 (0.81%),15.401B,News Corp (Class B),24.55,N/A,24.36,Communication Services,NWS,"873,260",,,,,,,,,,,,,,
330,89.60,58.44 - 87.69,72.50 x 900,"8,187,843",0.17,71.90 x 800,06/08/2021,71.71 - 73.10,2.11,"Jul 22, 2021 - Jul 26, 2021","Jun 01, 2021",1.54 (2.13%),141.499B,NextEra Energy,72.92,34.19,72.47,Utilities,NEE,"5,803,236",,,,,,,,,,,,,,
331,29.64,13.13 - 28.42,27.05 x 1400,"3,556,000",1.46,26.89 x 3200,06/08/2021,26.53 - 27.04,1.62,"Aug 03, 2021 - Aug 09, 2021","Jun 02, 2021",0.24 (0.89%),9.69B,Nielsen Holdings,26.82,16.65,26.92,Industrials,NLSN,"1,707,573",,,,,,,,,,,,,,
332,164.61,93.44 - 147.95,133.40 x 800,"6,841,273",0.86,133.11 x 800,06/08/2021,132.41 - 134.72,2.14,"Jun 23, 2021 - Jun 28, 2021","May 28, 2021",1.10 (0.82%),210.689B,Nike Inc.,134.69,62.34,133.95,Consumer Discretionary,NKE,"4,889,366",,,,,,,,,,,,,,
333,28.10,21.09 - 26.60,25.52 x 2200,"4,381,800",0.31,25.45 x 4000,06/08/2021,25.20 - 25.62,0.38,"Aug 03, 2021 - Aug 09, 2021","Jul 29, 2021",0.88 (3.45%),9.97B,NiSource Inc.,25.57,66.37,25.51,Utilities,NI,"2,752,489",,,,,,,,,,,,,,
334,296.09,166.00 - 295.14,275.86 x 800,"1,105,043",1.30,269.88 x 1000,06/08/2021,271.16 - 276.62,9.03,"Jul 27, 2021 - Aug 02, 2021","May 06, 2021",3.96 (1.44%),68.931B,Norfolk Southern Corp.,274.71,30.50,274.82,Industrials,NSC,"1,029,643",,,,,,,,,,,,,,
335,116.67,72.64 - 123.10,119.97 x 1100,"958,228",1.11,119.93 x 800,06/08/2021,117.57 - 120.33,5.61,"Jul 20, 2021 - Jul 26, 2021","Jun 10, 2021",2.80 (2.35%),24.971B,Northern Trust Corp.,118.33,21.39,118.93,Financials,NTRS,"642,042",,,,,,,,,,,,,,
336,399.06,282.88 - 379.03,375.01 x 800,"942,445",0.83,371.11 x 1000,06/08/2021,368.31 - 372.87,27.16,"Jul 28, 2021 - Aug 02, 2021","May 28, 2021",6.28 (1.69%),59.734B,Northrop Grumman,372.04,13.67,371.84,Industrials,NOC,"613,298",,,,,,,,,,,,,,
337,27.70,17.98 - 28.61,28.50 x 800,"5,350,781",1.06,28.26 x 3200,06/08/2021,28.14 - 28.54,N/A,"Aug 04, 2021 - Aug 09, 2021","Jun 08, 2021",0.50 (1.76%),16.389B,NortonLifeLock,28.34,N/A,28.31,Information Technology,NLOK,"4,631,403",,,,,,,,,,,,,,
338,31.18,12.56 - 34.49,33.78 x 1300,"20,329,796",2.87,33.75 x 1200,06/08/2021,33.10 - 33.92,-12.35,"Aug 04, 2021 - Aug 09, 2021",N/A,N/A (N/A),12.47B,Norwegian Cruise Line Holdings,33.35,N/A,33.11,Consumer Discretionary,NCLH,"15,367,341",,,,,,,,,,,,,,
339,17.29,7.70 - 18.02,17.54 x 1300,"4,545,051",2.32,17.53 x 1300,06/08/2021,16.95 - 17.65,-1.59,"Jul 26, 2021 - Jul 30, 2021","Mar 12, 2020",N/A (N/A),6.848B,NOV Inc.,17.20,N/A,17.39,Energy,NOV,"6,011,206",,,,,,,,,,,,,,
340,44.30,28.22 - 44.08,36.10 x 800,"3,421,875",0.82,36.09 x 1000,06/08/2021,34.61 - 36.15,1.25,"Aug 04, 2021 - Aug 09, 2021","Apr 30, 2021",1.30 (3.77%),8.823B,NRG Energy,34.69,28.84,34.51,Utilities,NRG,"4,390,010",,,,,,,,,,,,,,
